<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
NVTK,5,20210310,183000,1464.2000000,1468.6000000,1462.4000000,1467.8000000,16904
NVTK,5,20210310,183500,1467.8000000,1473.2000000,1467.8000000,1472.8000000,30375
NVTK,5,20210310,184000,1472.2000000,1473.4000000,1470.8000000,1471.6000000,16478
NVTK,5,20210310,185000,1473.2000000,1473.2000000,1473.2000000,1473.2000000,35100
NVTK,5,20210310,190500,1467.4000000,1467.4000000,1467.4000000,1467.4000000,10
NVTK,5,20210310,191000,1470.8000000,1472.4000000,1468.4000000,1471.0000000,2025
NVTK,5,20210310,191500,1470.2000000,1471.2000000,1468.6000000,1468.6000000,1783
NVTK,5,20210310,192000,1468.6000000,1469.8000000,1468.4000000,1469.0000000,1238
NVTK,5,20210310,192500,1469.0000000,1469.0000000,1464.2000000,1467.0000000,10690
NVTK,5,20210310,193000,1465.6000000,1468.0000000,1465.6000000,1466.4000000,1760
NVTK,5,20210310,193500,1468.0000000,1468.8000000,1465.8000000,1467.0000000,638
NVTK,5,20210310,194000,1466.2000000,1467.0000000,1465.0000000,1466.0000000,1685
NVTK,5,20210310,194500,1465.4000000,1466.0000000,1464.0000000,1465.2000000,7973
NVTK,5,20210310,195000,1464.4000000,1465.4000000,1464.2000000,1465.4000000,1054
NVTK,5,20210310,195500,1464.4000000,1466.0000000,1464.4000000,1466.0000000,1758
NVTK,5,20210310,200000,1465.6000000,1466.0000000,1464.8000000,1464.8000000,482
NVTK,5,20210310,200500,1464.8000000,1466.0000000,1464.2000000,1464.2000000,1084
NVTK,5,20210310,201000,1464.4000000,1465.2000000,1463.6000000,1464.0000000,1237
NVTK,5,20210310,201500,1464.0000000,1464.0000000,1460.2000000,1460.2000000,8687
NVTK,5,20210310,202000,1460.2000000,1462.8000000,1460.2000000,1462.6000000,1147
NVTK,5,20210310,202500,1462.6000000,1463.2000000,1460.8000000,1460.8000000,664
NVTK,5,20210310,203000,1460.8000000,1461.8000000,1455.6000000,1455.6000000,5453
NVTK,5,20210310,203500,1455.6000000,1457.4000000,1455.0000000,1456.0000000,1201
NVTK,5,20210310,204000,1456.0000000,1457.0000000,1456.0000000,1457.0000000,1904
NVTK,5,20210310,204500,1456.0000000,1458.0000000,1456.0000000,1457.2000000,330
NVTK,5,20210310,205000,1457.2000000,1459.2000000,1457.2000000,1457.2000000,1151
NVTK,5,20210310,205500,1457.2000000,1458.6000000,1456.6000000,1456.6000000,1609
NVTK,5,20210310,210000,1456.6000000,1457.0000000,1456.0000000,1456.4000000,2499
NVTK,5,20210310,210500,1456.4000000,1457.2000000,1453.8000000,1455.6000000,2621
NVTK,5,20210310,211000,1454.8000000,1456.2000000,1453.6000000,1455.0000000,1339
NVTK,5,20210310,211500,1454.8000000,1458.0000000,1454.8000000,1457.0000000,2085
NVTK,5,20210310,212000,1456.2000000,1460.0000000,1456.2000000,1459.0000000,7314
NVTK,5,20210310,212500,1459.6000000,1459.6000000,1456.8000000,1458.0000000,852
NVTK,5,20210310,213000,1458.0000000,1459.4000000,1457.6000000,1458.4000000,939
NVTK,5,20210310,213500,1457.8000000,1460.0000000,1457.2000000,1458.8000000,6334
NVTK,5,20210310,214000,1458.8000000,1460.0000000,1458.4000000,1459.0000000,289
NVTK,5,20210310,214500,1460.0000000,1463.2000000,1458.0000000,1463.2000000,3284
NVTK,5,20210310,215000,1462.0000000,1463.2000000,1461.8000000,1463.2000000,248
NVTK,5,20210310,215500,1462.2000000,1463.6000000,1462.2000000,1462.2000000,460
NVTK,5,20210310,220000,1462.4000000,1465.0000000,1462.2000000,1463.6000000,3259
